timestamp,label,temp1,hum1,pres1,gas1_0,temp2,hum2,pres2,gas2_0,delta_temp,delta_hum,delta_pres,delta_gas,pred_class,pred_conf,anomaly_score,iaq
1052083,english breakfast tea,31.84,38.8,975.85,858520,31.02,38.71,974.8,1603131,0.82,0.09,1.05,-374795,0,0,0,10
1056329,english breakfast tea,31.35,38.47,975.82,872789,30.66,38.26,974.94,1622178,0.69,0.21,0.88,-377155,0,0,0,10
1060585,english breakfast tea,32.05,38.61,975.81,860685,31.06,38.06,974.81,1607851,1,0.55,1,-376011,0,0,0,10
1064882,english breakfast tea,33.27,38.35,975.89,837457,31.93,37.82,975.08,1576294,1.34,0.53,0.82,-371722,0,0,0,10
1069190,english breakfast tea,34.18,38.11,975.93,818872,32.64,37.13,975.01,1538982,1.55,0.98,0.91,-362547,0,0,0,10
1073436,english breakfast tea,35.33,43.4,976.05,794106,33.79,38.84,975.03,1469154,1.55,4.56,1.03,-340116,0,0,0,9
1077692,english breakfast tea,35.36,52.1,975.9,774291,34.31,43.28,974.87,1436689,1.05,8.83,1.03,-333928,0,0,0,9
1081989,english breakfast tea,34.64,61.04,975.86,744998,33.92,53.42,975.11,1455062,0.72,7.62,0.76,-357998,0,0,0,9
1086247,english breakfast tea,33.57,51.9,975.91,802036,32.9,46.16,974.95,1518443,0.67,5.74,0.96,-361053,0,0,0,9
1090493,english breakfast tea,34.02,51.72,975.9,794106,33.06,47.33,975.04,1515073,0.96,4.39,0.86,-363205,0,0,0,9
1094749,english breakfast tea,35.01,51.89,975.95,761338,33.56,45.43,974.96,1451967,1.45,6.46,0.99,-348039,0,0,0,9
1099046,english breakfast tea,35.75,66,975.95,698499,34.35,59.43,975.11,1442762,1.4,6.56,0.84,-375353,0,0,0,9
1103354,english breakfast tea,34.35,49.46,975.93,745812,33.45,45.71,974.93,1461292,0.9,3.75,0.99,-360889,0,0,0,9
1107600,english breakfast tea,34.24,55.1,976.07,736956,33.32,49.27,975.24,1472322,0.92,5.83,0.83,-370766,0,0,0,9
1111906,english breakfast tea,33.56,61.9,975.93,736161,32.97,55.33,974.9,1508378,0.58,6.57,1.03,-389341,0,0,0,9
1116153,english breakfast tea,32.94,65.14,976.08,733787,32.38,58.94,975.09,1533795,0.56,6.2,0.99,-403091,0,0,0,9
1120409,english breakfast tea,33.02,69.46,976,699932,32.23,64.92,974.97,1532074,0.79,4.54,1.03,-419410,0,0,0,8
1124705,english breakfast tea,33.11,74.44,975.95,679721,32.35,64.95,975.07,1527788,0.76,9.49,0.88,-427626,0,0,0,8
1129014,english breakfast tea,33.42,56.75,975.96,713092,32.55,50.26,974.8,1507545,0.87,6.5,1.16,-400640,0,0,0,9
1133260,english breakfast tea,34.77,50.74,975.91,703538,33.51,45.16,975.07,1429170,1.26,5.58,0.84,-366235,0,0,0,9
1137516,english breakfast tea,34.45,43.28,975.93,722909,33.52,40.34,974.92,1444288,0.94,2.94,1.01,-364015,0,0,0,9
1141763,english breakfast tea,33.13,39.78,975.9,763894,32.39,37.77,975.03,1515073,0.74,2.01,0.87,-378682,0,0,0,10
1146071,english breakfast tea,33.25,51.74,975.98,743376,32.43,45.61,974.9,1508378,0.83,6.13,1.08,-385528,0,0,0,9
1150317,english breakfast tea,33.5,49.64,975.99,760490,32.43,42.49,975.27,1512555,1.07,7.15,0.72,-379095,0,0,0,9
1154573,english breakfast tea,32.75,43.8,975.9,789514,31.92,39.28,974.91,1537249,0.83,4.52,0.99,-376671,0,0,0,9
1158870,english breakfast tea,32.27,40.24,975.9,804873,31.57,37.76,975.05,1550341,0.7,2.48,0.85,-375510,0,0,0,10
1163178,english breakfast tea,31.88,40.4,975.77,811571,31.18,37.55,974.89,1560084,0.69,2.85,0.88,-377071,0,0,0,10
1167424,english breakfast tea,33.54,62.47,976.05,704264,32.01,54.45,975.2,1526934,1.53,8.02,0.85,-414448,0,0,0,9
1171730,english breakfast tea,34.35,71.31,976.06,678370,32.83,61.35,974.95,1508378,1.52,9.96,1.1,-418508,0,0,0,8
1176027,english breakfast tea,32.86,54.29,975.97,745812,32.25,48.49,974.98,1521828,0.6,5.81,0.99,-391193,0,0,0,9
1180283,english breakfast tea,32.15,45.46,975.7,775170,31.55,41.93,974.92,1547704,0.6,3.54,0.79,-389340,0,0,0,9
1184579,english breakfast tea,32.12,41.41,975.72,786784,31.43,39.24,974.85,1552986,0.69,2.16,0.87,-386053,0,0,0,10
1188888,english breakfast tea,32.57,41.1,975.71,789971,31.6,38.42,974.68,1549461,0.97,2.67,1.04,-382694,0,0,0,10
1193134,english breakfast tea,32.38,38.54,975.9,801566,31.62,37.3,975.14,1551221,0.76,1.24,0.77,-377629,0,0,0,10
1197440,english breakfast tea,31.65,38.07,975.82,817402,30.97,37.01,974.77,1580857,0.69,1.06,1.06,-384431,0,0,0,10
1201737,english breakfast tea,32.5,43,975.96,796887,31.2,39.75,974.96,1569950,1.29,3.26,1.01,-389154,0,0,0,9
1206045,english breakfast tea,32.07,46.98,975.78,812537,31.23,43.57,974.71,1575385,0.84,3.41,1.07,-384051,0,0,0,9
1210291,english breakfast tea,31.83,48.69,975.96,824311,31.2,43.59,975.17,1575385,0.63,5.09,0.79,-378236,0,0,0,9
1214598,english breakfast tea,32.23,47.53,975.81,821830,31.28,42.36,974.83,1568147,0.95,5.17,0.98,-375803,0,0,0,9
1218844,english breakfast tea,32.72,42.19,975.97,819364,31.63,39.53,975.18,1553870,1.09,2.66,0.78,-369758,0,0,0,9
1223102,english breakfast tea,32.86,41.86,975.86,814962,31.85,40.07,974.83,1546828,1.01,1.79,1.02,-368370,0,0,0,10
1227399,english breakfast tea,32.95,52.24,975.95,791804,31.93,43.24,975.12,1545952,1.02,9,0.83,-379678,0,0,0,9
1231655,english breakfast tea,33.69,68.51,976.03,695652,32.42,61.99,975.08,1521828,1.27,6.52,0.95,-416217,0,0,0,8
1235902,english breakfast tea,32.71,73.84,975.85,683122,32.13,70.1,975.04,1539850,0.58,3.74,0.81,-431943,0,0,0,8
1240208,english breakfast tea,32.3,72.56,975.9,691425,31.81,69.3,974.89,1548582,0.5,3.26,1.01,-432273,0,0,0,8
1270150,green tea,27.14,52.65,976.23,882949,26.64,49.15,975.17,1785528,0.51,3.5,1.06,-454236,0,0,0,9
1274397,green tea,28.53,53.69,976.3,872789,27.38,49.06,975.1,1741126,1.14,4.63,1.2,-436930,0,0,0,9
1278704,green tea,27.51,48.29,976.22,918592,26.94,45.88,975.03,1773928,0.57,2.42,1.19,-430388,0,0,0,9
1282950,green tea,27.12,46.12,976.07,928588,26.47,44.59,974.96,1809187,0.65,1.54,1.11,-443010,0,0,0,9
1287208,green tea,28.25,48.75,976.17,898640,27.19,47.41,974.58,1773928,1.06,1.35,1.6,-440251,0,0,0,9
1291505,green tea,28.42,54.76,975.82,885239,27.48,51.35,975.12,1768185,0.94,3.4,0.69,-444153,0,0,0,9
1295811,green tea,27.74,53.69,975.7,908204,27,50.67,975,1775081,0.74,3.01,0.7,-866877,0,0,0,9
1300107,green tea,29.41,69,976.29,803925,27.92,58.36,975.01,1748932,1.49,10.64,1.28,-475562,0,0,0,8
1304416,green tea,28.47,57.54,976.2,877840,27.81,50.82,975.04,1745578,0.66,6.71,1.17,-436836,0,0,0,9
1308662,green tea,28.86,60.59,975.97,855293,28.06,52.45,974.94,1750053,0.81,8.14,1.03,-450216,0,0,0,9
1312968,green tea,28.05,52.66,976.28,899824,27.69,47.85,974.73,1756809,0.36,4.81,1.54,-431250,0,0,0,9
1317215,green tea,27.1,48.18,976.26,934307,27.07,45.39,974.88,1793738,0.03,2.79,1.38,-432581,0,0,0,9
1321471,green tea,26.3,46.55,976.09,966722,26.3,44.5,974.97,1842141,0,2.06,1.12,-440411,0,0,0,9
1325718,green tea,26.46,46.59,976.07,970846,26.22,44.52,974.68,1840899,0.24,2.07,1.39,-437718,0,0,0,9
1329976,green tea,27.69,52.14,976.15,939450,26.98,46.53,974.99,1812790,0.71,5.61,1.16,-439216,0,0,0,9
1334222,green tea,27.44,48.56,976.21,959251,26.98,45.28,974.99,1817617,0.46,3.28,1.22,-431652,0,0,0,9
1338479,green tea,27.5,51.97,976.23,961954,26.93,46.81,975.06,1822469,0.57,5.16,1.17,-432633,0,0,0,9
1342725,green tea,27.57,48.63,976.18,977799,27.05,45.26,975.06,1821254,0.52,3.36,1.12,-424127,0,0,0,9
1346983,green tea,27.56,46.33,976.15,982726,26.84,44.31,975.1,1831024,0.72,2.02,1.05,-426375,0,0,0,9
1351280,green tea,26.75,44.91,976.11,1013360,26.6,43.88,975.06,1855913,0.15,1.03,1.05,-423597,0,0,0,9
1355536,green tea,26.44,44.59,976.05,1033300,26.25,43.79,975.09,1884085,0.19,0.81,0.96,-850785,0,0,0,9
1359783,green tea,28.02,46.1,976.15,985563,26.97,44.81,975.07,1834714,1.05,1.3,1.08,-426628,0,0,0,9
1364091,green tea,28.5,45.05,976.25,998537,27.73,44.33,974.66,1805598,0.76,0.72,1.59,-405488,0,0,0,9
1368337,green tea,28.05,45.76,976.14,1011858,27.34,44.17,975.05,1822469,0.72,1.58,1.09,-407217,0,0,0,9
1372643,green tea,28.59,47.11,976.18,992008,27.65,45.4,974.66,1810387,0.93,1.7,1.52,-411110,0,0,0,9
1376890,green tea,29.04,48.08,975.78,990568,28.02,46.01,974.76,1794917,1.02,2.07,1.02,-404079,0,0,0,9
1381146,green tea,28.13,46.28,976.09,1017134,27.59,44.01,974.58,1820040,0.54,2.26,1.51,-403286,0,0,0,9
1385393,green tea,28.16,44.49,976.17,1023233,27.46,42.98,974.83,1828571,0.7,1.5,1.34,-404526,0,0,0,9
1389651,green tea,28.52,44.81,976.19,1026309,27.8,43.09,974.57,1815200,0.73,1.71,1.62,-396196,0,0,0,9
1393947,green tea,28.85,56.12,975.66,951231,28.09,51.24,975.06,1807989,0.76,4.88,0.6,-430497,0,0,0,9
1398204,green tea,29.25,60.73,976.24,918592,28.43,55.81,974.66,1783196,0.82,4.92,1.57,-864604,0,0,0,9
1402500,green tea,28.57,51.89,976.29,979904,28.07,48.77,974.89,1803214,0.5,3.13,1.41,-823309,0,0,0,9
1406759,green tea,27.64,49.93,976.17,1000733,27.43,46,974.62,1840899,0.21,3.94,1.55,-422373,0,0,0,9
1411005,green tea,27.97,54.14,976.15,988417,27.26,47.61,974.99,1840899,0.71,6.53,1.17,-428487,0,0,0,9
1415261,green tea,28.86,51.81,976.25,987702,27.91,47.17,975.08,1810387,0.95,4.64,1.17,-413363,0,0,0,9
1419558,green tea,28.03,47.69,976.2,1029404,27.71,45.28,974.85,1827348,0.32,2.41,1.35,-401042,0,0,0,9
1423816,green tea,27.26,46.99,976.21,1049987,27.2,44.18,974.86,1860972,0.06,2.81,1.36,-810985,0,0,0,9
1428112,green tea,27.66,49.03,976.25,1023233,26.88,45.13,975.09,1875029,0.78,3.9,1.16,-851796,0,0,0,9
1432369,green tea,29.49,55.5,976.39,968093,28,46.19,974.78,1815200,1.49,9.31,1.6,-425581,0,0,0,9
1436615,green tea,30.57,65.53,975.91,882378,29.43,58.9,975.03,1755679,1.14,6.64,0.88,-439043,0,0,0,9
1440922,green tea,29.46,57.91,975.89,956562,28.91,54.6,974.79,1777392,0.56,3.31,1.1,-412741,0,0,0,9
1445168,green tea,28.29,49.65,976.26,1006636,27.97,47.63,975.11,1827348,0.32,2.02,1.15,-412508,0,0,0,9
1449426,green tea,27.93,48.03,976.29,998537,27.67,46.65,974.81,1832252,0.27,1.38,1.48,-419150,0,0,0,9
1453723,green tea,29.22,61.96,975.96,901607,28.05,58.68,975.04,1822469,1.17,3.28,0.92,-462953,0,0,0,9
1457979,green tea,29.79,59.88,975.97,929220,28.76,56.57,974.99,1782032,1.03,3.31,0.99,-428828,0,0,0,9
1462275,green tea,29.89,54.11,975.98,940744,28.86,49.5,975.03,1768185,1.03,4.6,0.96,-415993,0,0,0,9
1466584,green tea,29.68,55.52,976.03,951894,28.93,50.74,974.9,1769330,0.75,4.78,1.13,-410922,0,0,0,9
1488021,darjeeling blend,27.32,61.23,976.33,999268,26.92,56.27,975.13,1886688,0.39,4.97,1.2,-446050,0,0,0,9
1492318,darjeeling blend,27.56,58.8,976.34,1018652,27.19,53.41,974.93,1880193,0.38,5.38,1.41,-433028,0,0,0,9
1496574,darjeeling blend,27.25,52.78,976.36,1049180,26.98,49.5,975.26,1884085,0.27,3.29,1.11,-834904,0,0,0,9
1500870,darjeeling blend,28.07,55.96,976.43,989133,27.09,50.25,975.01,1885386,0.98,5.71,1.42,-896252,0,0,0,9
1505179,darjeeling blend,29.16,64.75,976.31,943344,28.07,53.68,974.83,1826126,1.09,11.07,1.47,-443743,0,0,0,9
1509425,darjeeling blend,28.28,55.41,976.35,1009613,27.83,48.67,975.19,1855913,0.45,6.74,1.16,-425475,0,0,0,9
1513731,darjeeling blend,27.25,49.59,976.34,1048375,27.17,45.55,974.85,1895858,0.08,4.04,1.49,-425982,0,0,0,9
1517978,darjeeling blend,27.17,50.96,976.4,1047570,26.81,45.22,974.97,1910448,0.37,5.73,1.43,-433665,0,0,0,9
1522284,darjeeling blend,27.47,56.62,976.42,1034866,26.88,47.69,974.81,1911785,0.59,8.93,1.61,-440691,0,0,0,9
1526531,darjeeling blend,28.96,60.93,976.09,943996,27.48,52.55,975.25,1877607,1.49,8.37,0.84,-469199,0,0,0,9
1530789,darjeeling blend,29.81,76.84,976.08,829822,28.09,65.64,974.85,1843384,1.72,11.2,1.23,-509910,0,0,0,8
1535036,darjeeling blend,30.02,76.92,976.04,832859,28.46,62.2,975.02,1826126,1.56,14.72,1.02,-499893,0,0,0,8
1539342,darjeeling blend,28.34,63.93,976.39,916126,28.03,53.1,974.81,1852136,0.31,10.83,1.59,-471092,0,0,0,9
1543588,darjeeling blend,27.08,55.32,976.31,974310,27.21,47.77,975.11,1890607,-0.13,7.55,1.2,-461173,0,0,0,9
1547897,darjeeling blend,26.64,52.66,976.31,994175,26.59,46.04,974.76,1926623,0.05,6.62,1.55,-469106,0,0,0,9
1552143,darjeeling blend,26.27,50.14,976.34,1027081,26.26,45.21,975.33,1955598,0.02,4.93,1.01,-467015,0,0,0,9
1556399,darjeeling blend,25.69,48.61,976.28,1049987,25.71,44.85,975.13,1981137,-0.02,3.76,1.14,-468223,0,0,0,9
1560696,darjeeling blend,25.4,48.13,976.22,1071410,25.3,44.97,975.07,2007351,0.09,3.16,1.15,-470454,0,0,0,9
1565004,darjeeling blend,25.09,47.87,976.24,1094602,25.04,45.27,975.08,2028225,0.06,2.6,1.16,-469251,0,0,0,9
1569300,darjeeling blend,25.27,48.3,976.33,1099007,24.94,45.64,975.14,2035785,0.33,2.66,1.19,-470730,0,0,0,9
1573607,darjeeling blend,25.3,47.97,976.33,1115165,24.99,45.83,975.18,2038825,0.31,2.14,1.15,-464120,0,0,0,9
1577903,darjeeling blend,25.24,48.51,976.26,1111533,24.86,46.6,975.11,2041874,0.38,1.91,1.14,-467415,0,0,0,9
1582160,darjeeling blend,26.05,52.74,976.25,1090232,25.18,49.08,975.08,2031242,0.87,3.66,1.17,-941011,0,0,0,9
1586406,darjeeling blend,26.72,54.22,976.22,1068057,25.81,49.66,975.05,1995615,0.91,4.56,1.17,-927558,0,0,0,9
1590664,darjeeling blend,27.37,63.34,976.48,990568,26.43,59.06,975.24,1972550,0.93,4.27,1.25,-493650,0,0,0,9
1594961,darjeeling blend,27.52,71.36,976.44,937514,26.88,65,975.26,1938935,0.65,6.36,1.18,-503734,0,0,0,8
1599217,darjeeling blend,27.24,59.41,976.36,1002938,26.65,55,975.16,1961216,0.59,4.41,1.2,-482119,0,0,0,9
1603514,darjeeling blend,26.92,52.68,976.35,1033300,26.62,49.63,975.27,1958403,0.3,3.05,1.09,-465227,0,0,0,9
1607822,darjeeling blend,26.58,49.79,976.33,1054854,26.18,47.26,975.2,1982575,0.41,2.53,1.13,-927720,0,0,0,9
1612068,darjeeling blend,27.35,51.29,976.4,1032518,26.45,47.55,975.24,1965451,0.9,3.74,1.16,-468965,0,0,0,9
1616325,darjeeling blend,27.54,52.42,976.34,1037225,26.79,47.81,975.19,1941692,0.75,4.61,1.15,-454634,0,0,0,9
1620571,darjeeling blend,27.38,54.48,976.3,1053227,26.84,48.18,975.1,1944458,0.54,6.3,1.2,-448046,0,0,0,9
1624879,darjeeling blend,29.19,68.53,976.49,878970,28.01,64.47,974.81,1882786,1.18,4.06,1.69,-504967,0,0,0,8
1629126,darjeeling blend,28.85,80.71,976.55,819856,28.25,78.33,975.07,1876317,0.6,2.38,1.48,-531847,0,0,0,8
1633382,darjeeling blend,29.11,83.5,976.16,792263,28.57,76.13,975,1855913,0.55,7.37,1.16,-535769,0,0,0,8
1637629,darjeeling blend,29.09,76.2,976.08,827308,28.5,69.37,975.12,1858439,0.59,6.82,0.96,-519394,0,0,0,8
1641885,darjeeling blend,27.93,61.65,976.36,895692,27.61,56.14,974.83,1903788,0.32,5.51,1.53,-507677,0,0,0,9
1646132,darjeeling blend,27.68,55.16,976.34,923563,27.23,50.41,974.99,1917154,0.45,4.75,1.34,-500211,0,0,0,9
1650440,darjeeling blend,27.96,53.17,976.46,933668,27.38,48.15,974.89,1910448,0.57,5.02,1.57,-491711,0,0,0,9
1654686,darjeeling blend,28.01,50.63,976.47,946614,27.42,46.29,975.25,1899814,0.59,4.34,1.22,-479745,0,0,0,9
1658993,darjeeling blend,27.71,52.57,976.32,961277,27.24,45.93,974.78,1922553,0.46,6.64,1.54,-483793,0,0,0,9
1663239,darjeeling blend,27.67,52.03,976.29,967407,27.08,45.98,975.07,1938935,0.59,6.06,1.22,-488791,0,0,0,9
1667547,darjeeling blend,27.87,53.16,976.34,978500,27.13,46.21,975.24,1938935,0.74,6.95,1.1,-483056,0,0,0,9
1671794,darjeeling blend,28.28,50.32,976.4,979202,27.24,45.16,975.13,1925264,1.04,5.15,1.27,-475790,0,0,0,9
1676100,darjeeling blend,27.5,47.47,976.29,1023233,27.04,44.08,975.11,1948620,0.45,3.39,1.19,-465480,0,0,0,9
1680347,darjeeling blend,27.07,46.18,976.34,1031738,26.66,43.61,975.17,1969704,0.41,2.58,1.17,-471754,0,0,0,9
1684655,darjeeling blend,26.28,45.38,976.33,1069731,26.22,43.5,975.22,2001466,0.05,1.88,1.11,-468614,0,0,0,9
1688902,darjeeling blend,26.43,50.15,976.24,1038803,26.1,47.2,975.19,2020720,0.33,2.95,1.05,-493658,0,0,0,9
1693158,darjeeling blend,26.74,50.81,976.26,1055670,26.13,47.52,975.1,2014756,0.61,3.3,1.16,-482164,0,0,0,9
1697405,darjeeling blend,26.72,48.92,976.27,1063068,26.16,46.11,975.18,2016244,0.56,2.81,1.1,-479192,0,0,0,9
1701711,darjeeling blend,26.72,49.61,976.3,1082452,26.24,45.57,975.2,2010307,0.48,4.04,1.1,-466477,0,0,0,9
1705958,darjeeling blend,26.91,52.44,976.35,1054040,26.24,47.66,975.22,2008828,0.67,4.78,1.13,-479975,0,0,0,9
1710216,darjeeling blend,27.07,53.71,976.36,1056487,26.42,47.72,974.75,2005877,0.65,5.99,1.62,-477110,0,0,0,9
43113,decaf nutmeg and vanilla,21.1,55.37,976.21,1224148,20.74,55.07,975.14,2192720,0.35,0.3,1.08,-486116,0,0,0,9
47409,decaf nutmeg and vanilla,22.27,55.83,976.29,1196262,21.55,54.53,975.13,2147876,0.72,1.3,1.17,-477692,0,0,0,9
51716,decaf nutmeg and vanilla,22.91,56.87,976.32,1170620,22.15,54.83,975.19,2122830,0.76,2.04,1.13,-952210,0,0,0,9
55962,decaf nutmeg and vanilla,22.99,54.2,976.37,1174649,22.44,53.17,975.28,2108080,0.55,1.03,1.1,-468696,0,0,0,9
60218,decaf nutmeg and vanilla,24.2,59.91,976.51,1065557,23.23,58.43,975.31,2052618,0.97,1.48,1.2,-495838,0,0,0,9
64465,decaf nutmeg and vanilla,24.08,70.39,976.45,1018652,23.58,67.09,975.24,2037304,0.49,3.3,1.2,-512025,0,0,0,8
68772,decaf nutmeg and vanilla,24.4,63.4,976.35,1060590,23.73,59.48,975.21,2034269,0.67,3.92,1.14,-489449,0,0,0,9
73069,decaf nutmeg and vanilla,25.33,59.79,976.37,1049987,24.46,54.45,975.22,1988350,0.87,5.34,1.15,-471741,0,0,0,9
77325,decaf nutmeg and vanilla,25.43,53.62,976.42,1068894,24.75,50.54,975.27,1982575,0.68,3.08,1.14,-913682,0,0,0,9
81571,decaf nutmeg and vanilla,25.61,50.01,976.42,1066389,24.99,48.19,975.32,1961216,0.62,1.82,1.1,-894827,0,0,0,9
85880,decaf nutmeg and vanilla,26.54,51.07,976.56,1042770,25.61,48.76,975.37,1919850,0.93,2.32,1.19,-440788,0,0,0,9
90126,decaf nutmeg and vanilla,26.9,50.74,976.6,1045165,25.96,48.35,975.39,1917154,0.95,2.38,1.22,-438164,0,0,0,9
94432,decaf nutmeg and vanilla,27.72,50.6,976.53,1026309,26.48,46.19,974.96,1884085,1.24,4.41,1.57,-430980,0,0,0,9
98679,decaf nutmeg and vanilla,27.9,50.11,976.16,1027081,26.82,44.83,975.12,1872457,1.08,5.27,1.04,-424705,0,0,0,9
102987,decaf nutmeg and vanilla,28.15,54.33,976.55,1008122,27.08,45.75,974.9,1850881,1.06,8.58,1.65,-423546,0,0,0,9
107283,decaf nutmeg and vanilla,28.22,54.71,976.16,1002202,27.06,44.91,975.22,1857175,1.17,9.8,0.93,-429602,0,0,0,9
111589,decaf nutmeg and vanilla,28.66,63.96,976.46,948587,27.39,51.2,974.85,1843384,1.28,12.76,1.6,-449792,0,0,0,9
115836,decaf nutmeg and vanilla,27.8,52.82,976.06,1005153,27.17,46.26,975.23,1842141,0.62,6.56,0.83,-420856,0,0,0,9
120092,decaf nutmeg and vanilla,27.13,47.26,976.41,1031738,26.76,43.32,974.88,1873742,0.37,3.95,1.53,-423184,0,0,0,9
124339,decaf nutmeg and vanilla,26.8,44.68,976.5,1045965,26.44,42.11,975.34,1890607,0.36,2.58,1.15,-424544,0,0,0,9
128647,decaf nutmeg and vanilla,26.48,44.3,976.38,1060590,26.21,41.65,974.82,1890607,0.27,2.64,1.56,-417232,0,0,0,9
132893,decaf nutmeg and vanilla,26.3,43.29,976.37,1070570,26.1,41.52,975.34,1902462,0.2,1.77,1.03,-418102,0,0,0,9
137150,decaf nutmeg and vanilla,26.31,43.09,976.38,1076478,25.92,41.67,975.22,1914466,0.38,1.42,1.16,-421103,0,0,0,9
141396,decaf nutmeg and vanilla,26.61,45.16,976.36,1073938,26.13,42.45,975.02,1897175,0.47,2.71,1.33,-413625,0,0,0,9
145654,decaf nutmeg and vanilla,26.82,46.42,976.4,1066389,26.38,44.23,974.8,1897175,0.44,2.18,1.6,-417386,0,0,0,9
149901,decaf nutmeg and vanilla,27.56,62.08,976.58,949247,26.78,56.5,975.13,1885386,0.78,5.59,1.45,-470655,0,0,0,9
154207,decaf nutmeg and vanilla,27.42,73.86,976.54,888118,27.06,69.73,975.42,1860972,0.36,4.13,1.12,-489423,0,0,0,8
158503,decaf nutmeg and vanilla,27.81,72.71,976.51,886964,27.24,66.67,975.32,1853394,0.57,6.04,1.19,-486335,0,0,0,8
162761,decaf nutmeg and vanilla,27.93,71.1,976.07,891016,27.24,61.53,974.92,1844630,0.69,9.57,1.15,-953614,0,0,0,8
167058,decaf nutmeg and vanilla,27.53,57.68,976.55,938158,27.14,51.53,975.17,1852136,0.39,6.15,1.38,-913978,0,0,0,9
171314,decaf nutmeg and vanilla,29.53,70,976.52,827809,28.16,61.95,975.24,1793738,1.37,8.05,1.28,-486209,0,0,0,8
175561,decaf nutmeg and vanilla,28.47,75.25,976.17,834896,28.01,70.83,975.21,1816408,0.45,4.42,0.96,-494354,0,0,0,8
179867,decaf nutmeg and vanilla,28.24,61.01,976.53,877276,27.79,56.32,975.01,1813995,0.45,4.69,1.52,-471696,0,0,0,9
184113,decaf nutmeg and vanilla,28.83,53.33,976.23,885239,27.83,48.86,975.31,1805598,0.99,4.47,0.92,-463346,0,0,0,9
188371,decaf nutmeg and vanilla,29.48,56.06,976.19,852091,28.3,49.58,975.06,1775081,1.18,6.48,1.12,-464646,0,0,0,9
192618,decaf nutmeg and vanilla,29.21,69.79,976.18,833367,28.43,57.83,975.25,1779709,0.79,11.96,0.93,-476509,0,0,0,8
196924,decaf nutmeg and vanilla,28.71,68.01,976.69,849969,28.32,62.13,975.08,1779709,0.39,5.88,1.61,-468241,0,0,0,8
201170,decaf nutmeg and vanilla,28.68,62.21,976.28,868348,28.04,55.67,975.42,1786696,0.64,6.54,0.86,-462349,0,0,0,9
205478,decaf nutmeg and vanilla,28.68,56.66,976.13,889854,27.99,49.07,974.99,1791384,0.69,7.59,1.14,-453926,0,0,0,9
209725,decaf nutmeg and vanilla,28.75,55.69,976.2,896280,28.06,47.45,975.15,1785528,0.69,8.23,1.05,-447712,0,0,0,9
213981,decaf nutmeg and vanilla,28.7,49.61,976.13,912453,27.99,43.99,975,1793738,0.71,5.62,1.13,-443580,0,0,0,9
218278,decaf nutmeg and vanilla,28.63,57.02,976.69,901607,28.05,50.5,975.22,1786696,0.58,6.52,1.47,-445504,0,0,0,9
222534,decaf nutmeg and vanilla,28.36,62.88,976.63,893348,27.95,56.33,975.24,1796097,0.4,6.55,1.39,-454320,0,0,0,9
226830,decaf nutmeg and vanilla,28.5,71.16,976.18,834896,27.92,66.19,975.24,1802024,0.58,4.96,0.94,-486919,0,0,0,8
231138,decaf nutmeg and vanilla,27.99,68.19,976.61,852623,27.63,63.41,975.01,1809187,0.36,4.78,1.6,-481756,0,0,0,8
235385,decaf nutmeg and vanilla,28.64,60.58,976.27,869454,27.76,53.01,975.22,1800835,0.89,7.57,1.05,-469033,0,0,0,9
239641,decaf nutmeg and vanilla,28.91,59.34,976.18,868901,28.04,53.33,975.06,1785528,0.87,6.01,1.12,-461529,0,0,0,9
243938,decaf nutmeg and vanilla,28.05,52.14,976.62,911843,27.72,48.66,975.17,1800835,0.33,3.48,1.44,-447603,0,0,0,9
248246,decaf nutmeg and vanilla,27.59,47.11,976.02,934946,27.28,44.76,974.87,1821254,0.31,2.35,1.16,-886308,0,0,0,9
252492,decaf nutmeg and vanilla,27.53,44.68,976.46,943344,27.12,42.91,975.25,1826126,0.41,1.77,1.21,-444268,0,0,0,9
256749,decaf nutmeg and vanilla,28.06,52.61,976.58,918592,27.38,47.06,975,1821254,0.68,5.55,1.57,-454132,0,0,0,9
260995,decaf nutmeg and vanilla,28.72,59.21,976.17,898640,27.68,48.27,975.17,1815200,1.04,10.94,1,-461226,0,0,0,9
265303,decaf nutmeg and vanilla,28.25,50.46,976.11,940744,27.62,44.31,974.96,1820040,0.63,6.14,1.16,-442448,0,0,0,9
282385,earl grey,26.83,48.15,976.48,989133,26.52,45.32,975.13,1887993,0.3,2.82,1.35,-452032,0,0,0,9
286643,earl grey,27.1,54.76,976.47,960600,26.58,48.9,974.96,1868613,0.52,5.86,1.51,-456689,0,0,0,9
290889,earl grey,28.07,69.31,976.53,852091,27.4,66.81,975.15,1829797,0.67,2.5,1.39,-492026,0,0,0,8
295195,earl grey,28.73,77.79,976.16,797353,27.5,71.74,974.98,1838420,1.23,6.05,1.18,-524097,0,0,0,7
299442,earl grey,29.24,83.34,976.31,728307,27.82,77.95,975.23,1815200,1.42,5.38,1.08,-547443,0,0,0,7
303698,earl grey,29.19,85.99,976.23,703538,28.32,82.84,975.19,1783196,0.88,3.15,1.04,-544252,0,0,0,6
307995,earl grey,30.28,88.38,976.32,657464,28.99,87.24,975.38,1748932,1.29,1.14,0.94,-550440,0,0,0,6
312253,earl grey,30.81,89.19,976.91,624390,29.3,86.4,975.46,1734491,1.51,2.79,1.46,-560011,0,0,0,5
