timestamp,label,temp1,hum1,pres1,gas1_0,temp2,hum2,pres2,gas2_0,delta_temp,delta_hum,delta_pres,delta_gas,pred_class,pred_conf,anomaly_score,iaq
1628686,fresh orange,32.99,36.93,977,849969,32.15,34.68,976.03,1631872,0.84,2.25,0.98,-393864,0,0,0,9
1632992,fresh orange,32.71,35.33,976.74,862316,32.07,34.18,975.99,1633825,0.64,1.15,0.75,-388622,0,0,0,9
1637239,fresh orange,32.83,38.08,976.89,859060,31.97,34.71,975.94,1641683,0.86,3.37,0.95,-394228,0,0,0,9
1641547,fresh orange,32.85,37.66,976.68,867245,31.98,34.52,975.7,1631872,0.87,3.15,0.98,-385123,0,0,0,9
1645844,fresh orange,33.71,40.25,976.92,841068,32.27,34.98,975.94,1627011,1.44,5.27,0.98,-395809,0,0,0,9
1650100,fresh orange,34.73,51.85,976.85,791345,32.89,38.79,975.97,1593774,1.84,13.06,0.88,-404185,0,0,0,8
1654347,fresh orange,33.63,45.78,976.71,833876,32.57,36.7,975.91,1613551,1.06,9.08,0.8,-392825,0,0,0,9
1658605,fresh orange,33.04,38.69,976.69,854223,32.22,34.29,975.69,1637745,0.82,4.39,1.01,-394683,0,0,0,9
1662902,fresh orange,33.47,41.63,976.79,835407,32.23,35.78,975.99,1627011,1.24,5.85,0.8,-398816,0,0,0,9
1667158,fresh orange,33.5,57.67,976.99,789971,32.35,43.57,975.96,1630898,1.16,14.11,1.03,-423787,0,0,0,8
1671454,fresh orange,32.77,46.19,976.74,837457,31.77,38.22,975.91,1655618,1,7.97,0.84,-412309,0,0,0,9
1675713,fresh orange,33.29,44.81,976.83,829822,31.91,37.09,975.68,1652612,1.37,7.73,1.15,-414545,0,0,0,9
1679959,fresh orange,32.57,40.03,976.7,855293,31.6,35.25,975.85,1658635,0.97,4.78,0.85,-404732,0,0,0,9
1684266,fresh orange,32.81,47.05,976.8,836943,31.62,38.33,975.79,1654615,1.19,8.72,1.01,-411861,0,0,0,9
1688512,fresh orange,32.88,52.86,977.03,825806,31.73,40.94,975.97,1657628,1.15,11.92,1.06,-419083,0,0,0,9
1692818,fresh orange,32.74,51.18,976.85,829822,31.75,42.59,975.81,1657628,0.99,8.59,1.03,-417157,0,0,0,9
1697065,fresh orange,32.88,51,976.99,828311,31.57,41.06,975.97,1657628,1.3,9.94,1.01,-417810,0,0,0,9
